№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru,Description_kor,Description_jpn,Description_zho,Description_rus
464,1,Байгалийн үзэсгэлэнт газар,Бумбат хайрхан уул (3464м),Bumbat Khairkhan Mountain (3464m),Ховд,Khovd,Чандмань,Chandmani,47.28795,93.03099,"Зэрэг, Дарви, Чандмань сумдын зааг нутагт орших далын түвшнээс 3464 метр өргөгдсөн уул юм.","It is a mountain located on the border of Zereg, Darvi, and Chandman soums, rising 3,464 meters above sea level.",https://www.dropbox.com/scl/fi/1nnfm21anwm0bgvyddrjx/.jpg?rlkey=hxdv6a2z3dnmy5w4hl74u0tl7&raw=1,붐바트 카이르칸 산,ブンバット・ハイルハン山,邦巴特海尔汗山,Гора Бумбат Хайрхан,"Zereg, Darvi, Chandman soums의 경계에 위치한 산으로 해발 3,464m입니다.","これはゼレグ、ダルヴィ、チャンドマン スームの境界に位置する海抜 3,464 メートルの山です。","它是一座位于泽雷格、达尔维和昌德曼苏姆斯边境的山，海拔 3,464 米。","Это гора, расположенная на границе сумов Зерег, Дарви и Чандман, возвышающаяся на 3464 метра над уровнем моря."
465,1,Байгалийн үзэсгэлэнт газар,Баатар хайрхан уул (3984м),Baatar Kharkhan Mountain (3984m),Ховд,Khovd,Зэрэг,Zereg,46.96934,92.72495,"Зэрэг, Мөст сумдын зааг нутагт орших далын түвшнээс 3984 метр өргөгдсөн уул юм.","It is a mountain located on the border of Zereg, must soums, rising 3,984 meters above sea level.",https://www.dropbox.com/scl/fi/hfe0n6pbu1sjvaj5p9989/.jpg?rlkey=w1ziqbughms7w8piso16lac6w&raw=1,바타르 카이르칸 산,バータル・ハイルハン山,巴塔尔·海尔汗山,Гора Баатар Хайрхан,"Zereg의 경계에 위치한 산으로 해발 3,984m 높이의 Must Soums입니다.","これはゼレグ州マスト・スムスの国境に位置する標高 3,984 メートルの山です。","这座山位于泽雷格（Zereg）、穆苏姆斯（must soums）边境，海拔 3,984 米。","Это гора, расположенная на границе Зерегского сума, возвышающаяся на 3984 метра над уровнем моря."
466,2,Түүхийн дурсгалт газар,Дуутын овоо,Duutyn Ovoo,Ховд,Khovd,Дуут,Duut,47.53386,91.54503,Дуут нуурын баруун хойд талд 250 орчим метр зайтай оршино. ,It is located about 250 meters northwest of Duut Lake.,https://www.dropbox.com/scl/fi/nxo6730nn9bj98hupe1tu/.jpg?rlkey=6kxsy5edqt0vxjzgeav76vcli&raw=1,두틴 오보,ドゥティン・オヴォー,杜廷·奥沃,Дуутин Овоо,Duut Lake에서 북서쪽으로 약 250m 떨어져 있습니다.,ダウト湖の北西約250メートルに位置する。,位于Duut湖西北约250米处。,Он расположен примерно в 250 метрах к северо-западу от озера Дуут.
467,1,Байгалийн үзэсгэлэнт газар,Ачмаг нуур,Achmag Lake,Хөвсгөл,Khuvsgul,Түнэл,Tunel,49.6602,100.4869,"Аймгийн төв Мөрөн хотоос зүүн зүгт 23 км, Түнэл сумын төвөөс баруун өмнө зүгт  28 км  зайтай оршино.",The aimag's center is located 23 km east of the city of Muron and 28 km southwest of the center of Tunel soum.,https://www.dropbox.com/scl/fi/kdyfnl8sz3adj7dfn4mpg/.jpg?rlkey=tw3f3qpwfau4sahg4o1fc0vjg&raw=1,아크마그 호수,アシュマグ湖,阿赫马格湖,Озеро Ачмаг,"아이막의 중심은 무론(Muron) 시에서 동쪽으로 23km, 투넬 숨(Tunel soum) 중심에서 남서쪽으로 28km 떨어져 있습니다.",アイマグの中心部は、ムロン市の東 23 km、トゥネル ソムの中心部の南西 28 km に位置しています。,该省中心位于穆隆市以东 23 公里处，距离图内尔苏姆中心西南 28 公里处。,Центр аймака расположен в 23 км к востоку от города Мурон и в 28 км к юго-западу от центра сума Тунель.
468,1,Байгалийн үзэсгэлэнт газар,Бүрэнхаан уул Хөвсгөл,Burenkhaan Mountain Khuvsgul,Хөвсгөл,Khuvsgul,Ханх,Khankh,51.71853,100.60112,"Ханх сумын чанх хойд хэсэгт ОХУ, Монгол Улсын хилийн дагуу 70 орчим км үргэлжлэх зүүн Саяны нурууны салбар уулсын нэг бол Бүрэнхаан уул юм.  Гантиг чулуулгаас тогтсон Бүрэнхаан уул Хөвсгөл аймгийн хамгийн өндөр ууланд тооцогддог бөгөөд оргил нь 3491 метр өндөртэй Мөнх сарьдаг юм.","Burenkhaan Mountain is one of the branches of the Eastern Sayan Range, which stretches for about 70 kilometers along the border of Russia and Mongolia, just north of Khankh Sum. Burenkhaan Mountain, made of marble, is the highest mountain in Khuvsgul Province, with its peak at 3,491 meters, Munkh Sarydag.",https://www.dropbox.com/scl/fi/7hf280e8qk99su0mzlgwg/.jpg?rlkey=ga5wh54lazxwwjuwsobosv3ft&raw=1,부렌칸 산,ブレンカーン山,布伦坎山,Гора Буренхаан,"부렌칸 산(Burenkhaan Mountain)은 칸크 솜(Khankh Sum) 바로 북쪽, 러시아와 몽골의 국경을 따라 약 70km에 걸쳐 뻗어 있는 동부 사얀 산맥(Eastern Sayan Range)의 가지 중 하나입니다. 대리석으로 만들어진 부렌칸산(Burenkhaan Mountain)은 쿠브스굴(Khuvsgul) 주에서 가장 높은 산으로, 최고봉은 3,491m, 뭉크 사리다그(Munkh Sarydag)이다.","ブレンハーン山は、ロシアとモンゴルの国境に沿って約 70 キロメートルにわたって広がる東サヤン山脈の支脈の 1 つで、ハンク スムのすぐ北にあります。大理石でできたブレンハーン山はフブスグル県で最も高い山で、その頂上はムンク・サリダーグ（3,491メートル）です。","布伦汗山是东萨彦岭的分支之一，沿俄罗斯和蒙古边境绵延约70公里，位于庆和苏姆以北。布伦坎山由大理石建成，是库苏古尔省最高的山峰，其顶峰 Munkh Sarydag 海拔 3,491 米。","Гора Буренхаан — одно из ответвлений Восточного Саяна, протянувшегося примерно на 70 километров вдоль границы России и Монголии, к северу от Ханх-Сума. Гора Буренхаан, сделанная из мрамора, является самой высокой горой в провинции Хубсгул, с вершиной Мунх Сарыдаг высотой 3491 метр."
469,2,Түүхийн дурсгалт газар,Гэлэнхүүгийн суварга,Gelenkhuu Stupa,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.68467,99.37348,Жаргалант сумын төвөөс баруун өмнө зүгт 13 км зайтай оршино.,It is located 13 km southwest of the center of Jargalant soum.,https://www.dropbox.com/scl/fi/wkt00pzhs3es8s2z8j112/Gelenkhuu.jpg?rlkey=q8essjgkwhv7ctwowqyo0334n&raw=1,겔렌쿠 스투파,ゲレンクー仏塔,格伦库佛塔,Ступа Геленхуу,Jargalant soum 중심에서 남서쪽으로 13km 떨어져 있습니다.,ジャルガラント・スームの中心部から南西に13kmに位置しています。,它位于贾加兰特苏姆市中心西南13公里处。,Расположен в 13 км к юго-западу от центра сомона Джаргалант.
470,1,Байгалийн үзэсгэлэнт газар,Даян дээрхийн агуй,Dayan Deerkhi Cave,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tagaan-uur,50.55097,101.98179,Цагаан-Үүр сумын төвөөс зүүн зүгт 53  км зайтай оршино.,It is located 53 km east of the center of Tsagaan-Uur soum.,https://www.dropbox.com/scl/fi/wxn5nvcxl11ql0ummnsp7/Dayandeerkh.jpg?rlkey=o0afk3zh61vbczco7d8i757xe&raw=1,다얀 디르키 동굴,ダヤン ディルキ洞窟,达延迪尔克希洞,Пещера Даян Дирхи,Tsagaan-Uur soum 중심에서 동쪽으로 53km 떨어져 있습니다.,ツァガーン・ウール・スームの中心部から東に53kmに位置しています。,它位于查干乌尔苏姆中心以东53公里处。,Расположен в 53 км к востоку от центра сума Цагаан-Уур.
471,1,Байгалийн үзэсгэлэнт газар,Доод цагаан нуур,Dood Tsagaan Nuur,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,51.35143,99.384,Дархадын хотгорын хойд хэсэгт байх  Доод цагаан нуурын баруун эрэг дээр Цагааннуур сумын төв оршино. ,"The center of Tsagaannuur soum is located on the west bank of Dood Tsagaan Lake, in the northern part of the Darkhad Depression.",https://www.dropbox.com/scl/fi/awupytrkwediu9exb69nq/Doodtsagaanlake.jpg?rlkey=3yobx4paqny3xq8u2u8agpp0d&raw=1,두드 차강 누르,ドゥード・ツァガーン・ヌール,杜德查干努尔,Дуд Цагаан Нуур,Tsagaannuur soum의 중심은 Darkhad 우울증 북부의 Dood Tsagaan 호수 서쪽 기슭에 위치하고 있습니다.,ツァガーンヌール ソウルの中心部は、ダルハド窪地の北部、ドゥード ツァガーン湖の西岸に位置しています。,查干努尔苏姆中心位于杜德查干湖西岸，达哈德洼地北部。,"Центр сума Цагааннуур расположен на западном берегу озера Дуд Цагаан, в северной части впадины Дархад."
472,1,Байгалийн үзэсгэлэнт газар,Зүүн нуур,Zuun Lake,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,49.0634,99.47813,Шинэ-Идэр сумын төвөөс хойд зүгт 14  км зайтай оршино.,It is located 14 km north of the center of Shine-Ider soum.,https://www.dropbox.com/scl/fi/v0rjiw6yvxplugmflul5r/.jpg?rlkey=847x2ln9c4fa8fwd2c6080g0g&raw=1,준 호수,瑞雲湖,祖恩湖,Озеро Зуун,Shine-Ider soum 중심에서 북쪽으로 14km 떨어져 있습니다.,シャイン・アイダー・スームの中心部から北に14kmに位置しています。,它位于Shine-Ider soum中心以北14公里处。,Расположен в 14 км к северу от центра сума Шайн-Идер.
473,1,Байгалийн үзэсгэлэнт газар,Идэр гол,Ider River,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.62738,99.10043,"Жаргалант хойд талаар 1.5 км ийн зайтай урсан гарах Идэрийн гол нь  Завхан аймгийн Идэр, Тэлмэн, Тосонцэнгэл, Их уул сум, Хөвсгөл аймгийн Жаргалант, Галт, Төмөрбулаг, Рашаант сум, Архангай аймгийн Цэцэрлэг сум гэх мэт арваад сумын нутгаар дайран урсаж Хөвсгөл аймгийн Төмөрбулаг, Тосонцэнгэл, Рашаант сумдын зааг Олон голын бэлчир хэмээх газар Дэлгэр мөрөнтэй нийлж Сэлэнгэ мөрнийг үүсгэдэг.","The Ider River, which flows 1.5 km north of Jargalant, flows through the territories of ten soums, including Ider, Telmen, Tosontsengel, and Ikh Uul sums of Zavkhan aimag, Jargalant, Galt, Tumurbulag, and Rashaant sums of Khuvsgul aimag, and Tsetserleg soum of Arkhangai aimag. It meets the Delger River at the Olon Gol delta, on the border of Tumurbulag, Tosontsengel, and Rashaant sums of Khuvsgul aimag, to form the Selenge River.",https://www.dropbox.com/scl/fi/lrh14znj5xvk4ut5ed0h2/.jpg?rlkey=vcsaakdbunfzzx2nqu2mv024d&raw=1,아이더 강,アイダー川,艾德河,Река Идер,"Jargalant에서 북쪽으로 1.5km를 흐르는 Ider 강은 Ider, Telmen, Tosontsengel 및 Ikh Uul sum(Zavkhan aimag), Jargalant, Galt, Tumurbulag 및 Rashaant sum(Khuvsgul aimag) 및 Tsetserleg soum(Arhangai aimag)을 포함하는 10개의 숨(soum)을 통과합니다. 투무르불라그(Tumurbulag), 토손첸겔(Tosontsengel), 쿠브스굴 아이막(Khuvsgul aimag)의 라샨트 합(Rashaant sum of Khuvsgul aimag) 경계에 있는 올론 골 삼각주(Olon Gol delta)에서 델게르 강(Delger River)과 만나 셀렝게 강(Selenge River)을 형성합니다.",ジャルガラントの北1.5kmを流れるイデル川は、ザフハン・アイマグのイデル、テルメン、トソンツェンゲル、イク・ウルのスム、フブスグル・アイマグのジャルガラント、ガルト、トゥムルブラグ、ラシャーントのスム、アルハンガイ・アイマグのツェツェルレグ・スムを含む10のスムの領土を流れている。フブスグル アイマグのトゥムルブラグ、トソンツェンゲル、ラシャーントの合計の境界にあるオロン ゴル デルタでデルガー川と合流し、セレンゲ川を形成します。,伊德尔河流经贾尔加兰特以北1.5公里，流经十个苏姆地区，其中包括扎夫汗省的伊德尔省、泰尔门省、托松岑格尔省和伊赫乌尔苏姆省，库苏古尔省的伊德尔省、贾尔加兰特省、高尔特省、图穆尔布拉格省和拉沙安特省，以及阿尔汉盖省的采采勒格省。它在奥隆古尔三角洲、库苏古尔省图木尔布拉格、托松岑格尔和拉尚特苏姆的边界处与德尔格河汇合，形成色楞格河。,"Река Идер, протекающая в 1,5 км к северу от Джаргаланта, протекает по территориям десяти сумов, в том числе сумов Идер, Тельмен, Тосонценгель и Их Уул Завханского аймака, сумов Жаргалант, Галт, Тумурбулаг и Рашаант Хубсгульского аймака и сума Цецерлег Архангайского аймака. Впадает в реку Дэлгер в дельте Олон-Гола, на границе сумов Тумурбулаг, Тосонценгель и Рашаант Хубсугулского аймака, образуя реку Селенге."
