№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
264,1,Байгалийн үзэсгэлэнт газар,Зотол хан уул,Zotol Khan Mountain,Сүхбаатар ,Sukhbaatar,Эрдэнэцагаан,Erdenetsagaan,45.82146,114.75256,Эрдэнэцагаан сумын төвөөс баруун урд зүгт 49 км зайтай оршино. ,It is located 49 km southwest of the center of Erdenetsagaan soum.,Nature/Хотон нуур.jpg,,,,,,,,,
265,2,Түүхийн дурсгалт газар,Ламтын хүн чулуу,Lamtyn Khun Chuluu,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.3306,114.44535,Дарьганга сумын төвөөс зүүн хойд зүгт 45 км зайтай Ламт уулын баруун хормойд 3 хүн чулуу байдаг.Эдгээрийг шаргал өнгийн элсэн чулуугаар уран гоёмсог сийлж хийсэн ба бүгд түшлэгтэй исэр сандалд сууж байгаа дүртэй.,"There are three human stones on the western slope of Lamt Mountain, 45 km northeast of the center of Dariganga soum. They are beautifully carved from yellow sandstone, and all depict people sitting on armchairs.",Nature/Хужиртын рашаан.jpg,,,,,,,,,
266,1,Байгалийн үзэсгэлэнт газар,Талын агуй,Talyn Cave,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.48459,114.4858,"Шилийн богд уулаас баруун хойш 14 километрт оршино. Тэгшхэн талын уудам хөндийд тогтсон гурван тусдаа тасалгаатай агуй юм. Монгол орны агуйнуудаас хамгийн том төдийгүй хамгийн үзэсгэлэнтэй нь юм. Агуйн амаар босоо хүн багтахгүй учир бөхийж орно. Дөнгөж ормогц бараг эгц доошилдог. Агуйн нийт урт нь 240 метр, нийт багтаамж нь 10 мянган шоо метрээс илүү ажээ.","Shiliin Bogd is located 14 kilometers northwest of the mountain. It is a cave with three separate chambers located in a wide valley on a flat side. It is not only the largest but also the most beautiful of the caves in Mongolia. Since the mouth of the cave cannot fit a standing person, one has to bend down to enter. Once inside, it descends almost straight down. The total length of the cave is 240 meters, and the total capacity is more than 10 thousand cubic meters.",Nature/Хурган нуур.jpg,,,,,,,,,
267,2,Түүхийн дурсгалт газар,Торой бандийн хөшөө,Toroi Bandi Statue,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.28888,114.07431,Торой бандийн хөшөө Гангын цагаан овоон дээр Дарьганга сумын төвөөс зүүн зүгт 18 км зайтай байна. ,"The statue of Toroi Bandi is located on the Gangyin Tsagaan Ovoon, 18 km east of the center of Dariganga soum.",Nature/Хэрлэн барс хотын туурь.jpg,,,,,,,,,
268,2,Түүхийн дурсгалт газар,Хөргийн хөндийн хүн чулуу,Khurgiin Khundii Khun Chuluu,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.55271,114.23294,Бичигтийн шахааны баруун доогуур урдаасаа хойш чиглэсэн их хөндийг “Хөргийн хөндий” гэдэг. Энд долоон хүн чулуу бий.,"The large valley running from south to north, below the Bichigt Shahaan, is called ""Khergiin Valley."" There are seven human stones here.",Nature/Хэрлэнгийн хөдөө арал.jpg,,,,,,,,,
269,1,Байгалийн үзэсгэлэнт газар,Шилийн богд уул,Shiliin Bogd Mountain,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.47241,114.58912,Дарьганга сумын төвөөс зүүн хойд зүгт 65 км зайтай оршино,It is located 65 km northeast of the center of Dariganga soum.,Nature/Хэрмэн цав.jpg,,,,,,,,,
270,1,Байгалийн үзэсгэлэнт газар,Алгана нуур,Algana Nuur,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.28384,106.13694,Аймгийн төв Сүхбаатар хотоос баруун хойд зүгт  3.7 км зайтай оршино.,The provincial center is located 3.7 km northwest of Sukhbaatar city.,Nature/Хяргас нуур.jpg,,,,,,,,,
271,2,Түүхийн дурсгалт газар,Алтанбулаг хувьсгалын өлгий,Altanbulag ,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.31665,106.49417,"Монгол, Орос, Хятад гурван улсын гэрээг 1918 онд баталж байсан. Ардын журамт цэргийн Түр засгийн газрын байшин, Хувьсгалын музей, Сүхбаатар жанжны журамт цэргийн штаб, банкны анхны байшин, Консулын байр, Шүүхийн анхны байр, Дөрвөлжин сүм зэрэг түүхийн олон дурсгалт байшин байгууламжууд байдаг.","The treaty between Mongolia, Russia, and China was ratified in 1918. There are many historical monuments, including the People's Revolutionary Army Provisional Government Building, the Revolutionary Museum, General Sukhbaatar's Revolutionary Army Headquarters, the first bank building, the Consulate Building, the first Court Building, and the Square Mosque.",Nature/Хүйс цэг.jpg,,,,,,,,,
272,3,Шашны дурсгалт газар,Амарбаясгалант хийд,Amarbayasgalant Monastery,Сэлэнгэ ,Selenge,Баруунбүрэн,Baruunburen,49.48013,105.08523,Бүрэнхаан уулын өвөрт Ивэн голын зүүн биед Баруунбүрэн сумын төвөөс зүүн хойд зүгт 49 км зайтай оршино. Монголын анхдугаар Богд Г.Занабазарm зориулсан хийдийг бариулахаар 1725 онд Манжийн эзэн хаан Энх-Амгалан зарлиг гаргаж улсын сангаас 10 түмэн лан мөнгө гаргажээ. 1726 онд Монголын олон уран дархчуул барилгын ажлыг эхлүүлж тоосго модоор барьж 1737 онд дуусгажээ.,"It is located 49 km northeast of the center of Baruunburen soum, on the left bank of the Iven River, in the foothills of the Burenkhan Mountain. In 1725, the Manchu emperor Enkh-Amgalan issued a decree to build a monastery dedicated to the first Bogd of Mongolia, G. Zanabazar, and allocated 10 thousand lacs of money from the state treasury. In 1726, many Mongolian craftsmen began construction work, building it with bricks and wood, and it was completed in 1737.",Nature/Хүйсийн найман нуур.jpg,,,,,,,,,
273,1,Байгалийн үзэсгэлэнт газар,Ишгэнт нуур,Ishgent Lake,Сэлэнгэ ,Selenge,Хушаат,Khushaat,49.62078,105.7612,Хушаат сумын төвөөс баруун өмнө зүгт 7 км зайтай Хутаг өндөр уулын зүүн өмнө  бэлд байна. ,"It is located on the southeastern slope of the Khutagh mountain, 7 km southwest of the center of Khushaat soum.",Nature/Хүслийн мод.jpg,,,,,,,,,
274,1,Байгалийн үзэсгэлэнт газар,Орхон Сэлэнгийн бэлчир,Orkhon Selengiin Belchir,Сэлэнгэ ,Selenge,Сүхбаатар,Sukhbaatar,50.25357,106.1389,Сэлэнгэ аймгийн төв Сүхбаатар хотын баруун талд байна.,The center of Selenge aimag is located to the west of Sukhbaatar city.,Nature/Хүслийн хад.jpg,,,,,,,,,
275,1,Байгалийн үзэсгэлэнт газар,Сайханы хөтөл,Saikhany Khutul,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.30676,106.15252,Аймгийн төв Сүхбаатар хотоос 6 км зайтай оршино. ,It is located 6 km north of the provincial capital Sukhbaatar city.,Nature/Хүүхдийн овоо.jpg,,,,,,,,,
276,1,Байгалийн үзэсгэлэнт газар,Соронзон хад,Soronzon Khad,Сэлэнгэ ,Selenge,Хүдэр,Khuder,49.68754,107.24319,Хүдэр сумын төвөөс баруун өмнө зүгт 28 км зайтай оршино.,It is located 28 km southwest of the center of Khuder soum.,Nature/Хөвсгөл нуур.jpg,,,,,,,,,
277,1,Байгалийн үзэсгэлэнт газар,Төхмийн гүн нуур,Tukhmiin Gun Lake,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.262,106.61751,Алтанбулаг сумын төвөөс 10 км зайтай оршино. Далайн түвшнээс дээш 639 метр өндөрт байна.,It is located 10 km from the center of Altanbulag soum. It is 639 meters above sea level.,Nature/Хөгнө тарна.jpg,,,,,,,,,
278,1,Байгалийн үзэсгэлэнт газар,Тужийн нарс,Tujiin Nars,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.11,106.545,Алтанбулаг сумын төвөөс 25 км зайтай оршино.  65548.56 га талбайтай Төрийн тусгай хамгаалалт бүхий байгалийн цогцолборт газар. Далайн түвшнээс дээш 620 гаруй метрийн өндөрт орших хамгийн нам дор газрын нэг юм.,"It is located 25 km from the center of Altanbulag soum. It is a state-protected natural park with an area of ​​65,548.56 hectares. It is one of the lowest places in the country, at an altitude of more than 620 meters above sea level.",Nature/Хөдөө нуур.jpg,,,,,,,,,
279,1,Байгалийн үзэсгэлэнт газар,Ханын хөндий,Khanyn Khundii,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.29586,106.20477,Аймгийн төв Сүхбаатар хотоос хойд зүгт 6 км зайтай оршино.,The provincial center is located 6 km north of Sukhbaatar city.,Nature/Хөргийн хөндийн хүн чулуу.jpg,,,,,,,,,
280,2,Түүхийн дурсгалт газар,Хүслийн ээж мод,Khusliin Eej Mod,Сэлэнгэ ,Selenge,Шаамар,Shaamar,50.15353,106.20057,Шаамар сумын төвөөс хойд зүгт 9 км зайтай оршино.,It is located 9 km north of the center of Shaamar soum.,Nature/Хөх нуур Дорнод.jpg,,,,,,,,,
281,1,Байгалийн үзэсгэлэнт газар,Цагаан нуур,Tsagaan Lake,Сэлэнгэ ,Selenge,Цагааннуур,Tagaannuur,49.96229,105.35729,Цагааннуур сумын төвөөс баруун өмнө зүгт 15 км зайтай оршино.,It is located 15 km southwest of the center of Tsagaannuur soum.,Nature/Хөх нуур.jpg,,,,,,,,,
282,2,Байгалийн үзэсгэлэнт газар,Товхон хан уул,Tovkhonkhan Mountain,Сэлэнгэ ,Selenge,Цагааннуур,Tagaannuur,49.94754,105.03382,Цагааннуур сумын төвөөс баруун өмнө зүгт 36 км зайтай оршино.,It is located 36 km southwest of the center of Tsagaannuur soum.,Nature/Хөхүүрийн тал.jpg,,,,,,,,,
283,3,Шашны дурсгалт газар,Номун хааны хүрээний туурь,Ruins of Nomun Khan Monastery,Сэлэнгэ ,Selenge,Цагааннуур,Tagaannuur,49.91285,105.12606,Цагааннуур сумын төвөөс баруун өмнө зүгт 30 км зайтай оршино.,It is located 30 km southwest of the center of Tsagaannuur soum.,Nature/Хөшөө цайдам музей.jpg,,,,,,,,,
284,1,Байгалийн үзэсгэлэнт газар,Соронзон хад,Magnetic Rock,Сэлэнгэ ,Selenge,Хүдэр,Khuder,49.68754,107.24317,Хүдэр сумын төвөөс баруун өмнө зүгт 107 км зайтай оршино.,It is located 107 km southwest of the center of Khuder soum.,Nature/Цагаан агуй.jpg,,,,,,,,,
285,1,Байгалийн үзэсгэлэнт газар,Ерөөгийн халуун рашаан,Yeroo Hot Springs,Сэлэнгэ ,Selenge,Ерөө,Eruu,49.01856,107.54415,Улаанбаатар хотоос зүүн хойд зүгт 300 км зайтай оршино. ,It is located 300 km northwest of the Ulaanbaatar city.,Nature/Цагаан дар эх.jpg,,,,,,,,,
